county,FIPS,date,case_2.5,case_50,case_97.5,death_2.5,death_50,death_97.5
Harris County TX,48201,04/06,237.00,1478.00,3227.00,8.00,60.00,120.00
Harris County TX,48201,04/07,254.00,1570.00,3460.00,9.00,65.00,126.00
Harris County TX,48201,04/08,272.00,1659.00,3655.00,9.00,68.00,138.00
Harris County TX,48201,04/09,281.00,1736.00,3894.00,11.00,73.00,142.00
Harris County TX,48201,04/10,294.00,1821.00,4140.00,12.00,77.00,153.00
Harris County TX,48201,04/11,319.00,1904.00,4355.00,12.00,79.00,165.00
Harris County TX,48201,04/12,332.00,1988.00,4571.00,12.00,83.00,177.00
Harris County TX,48201,04/13,349.00,2068.00,4749.00,12.00,87.00,185.00
Harris County TX,48201,04/14,363.00,2175.00,4918.00,12.00,91.00,193.00
Harris County TX,48201,04/15,374.00,2263.00,5096.00,12.00,94.00,200.00
Harris County TX,48201,04/16,384.00,2345.00,5235.00,13.00,99.00,211.00
Harris County TX,48201,04/17,394.00,2405.00,5373.00,13.00,103.00,221.00
Harris County TX,48201,04/18,409.00,2471.00,5510.00,13.00,106.00,229.00
Harris County TX,48201,04/19,423.00,2534.00,5644.00,13.00,108.00,238.00
Harris County TX,48201,04/20,434.00,2600.00,5779.00,13.00,113.00,243.00
Harris County TX,48201,04/21,447.00,2672.00,5888.00,13.00,116.00,251.00
Harris County TX,48201,04/22,460.00,2736.00,6013.00,13.00,118.00,253.00
Harris County TX,48201,04/23,471.00,2807.00,6113.00,15.00,120.00,260.00
Harris County TX,48201,04/24,477.00,2882.00,6231.00,15.00,123.00,265.00
Harris County TX,48201,04/25,490.00,2953.00,6346.00,15.00,128.00,270.00
Harris County TX,48201,04/26,502.00,3026.00,6458.00,15.00,131.00,273.00
Harris County TX,48201,04/27,514.00,3104.00,6621.00,15.00,135.00,275.00
Harris County TX,48201,04/28,527.00,3188.00,6818.00,15.00,137.00,281.00
Harris County TX,48201,04/29,537.00,3286.00,7000.00,16.00,139.00,286.00
Harris County TX,48201,04/30,546.00,3379.00,7211.00,17.00,144.00,294.00
Harris County TX,48201,05/01,554.00,3487.00,7447.00,17.00,146.00,300.00
Harris County TX,48201,05/02,571.00,3598.00,7682.00,17.00,148.00,305.00
Harris County TX,48201,05/03,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/04,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/05,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/06,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/07,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/08,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/09,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/10,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/11,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/12,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/13,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/14,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/15,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/16,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/17,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/18,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/19,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/20,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/21,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/22,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/23,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/24,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/25,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/26,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/27,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/28,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/29,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/30,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,05/31,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,06/01,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,06/02,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,06/03,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,06/04,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,06/05,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,06/06,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,06/07,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,06/08,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,06/09,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,06/10,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,06/11,583.00,3718.00,7926.00,17.00,150.00,312.00
Harris County TX,48201,06/12,583.00,3718.00,7926.00,17.00,150.00,312.00
Orleans Parish LA,22071,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,02/25,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,02/26,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,02/27,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,02/28,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,02/29,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/01,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/02,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/03,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/04,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/05,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/06,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/07,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/08,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/09,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/10,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/11,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/12,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/13,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/14,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/15,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/16,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/17,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/18,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/19,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/20,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/21,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/22,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/23,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/24,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/25,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/26,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/27,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/28,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/29,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/30,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,03/31,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/01,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/02,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/03,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/04,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/05,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/06,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/07,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/08,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/09,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/10,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/11,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/12,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/13,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/14,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/15,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/16,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/17,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/18,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/19,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/20,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/21,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/22,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/23,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/24,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/25,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/26,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/27,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/28,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/29,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,04/30,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/01,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/02,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/03,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/04,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/05,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/06,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/07,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/08,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/09,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/10,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/11,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/12,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/13,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/14,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/15,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/16,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/17,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/18,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/19,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/20,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/21,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/22,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/23,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/24,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/25,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/26,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/27,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/28,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/29,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/30,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,05/31,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,06/01,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,06/02,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,06/03,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,06/04,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,06/05,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,06/06,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,06/07,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,06/08,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,06/09,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,06/10,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,06/11,0.00,0.00,0.00,0.00,0.00,0.00
Orleans Parish LA,22071,06/12,0.00,0.00,0.00,0.00,0.00,0.00
King County WA,53033,02/21,0.00,0.00,0.00,0.00,0.00,0.00
King County WA,53033,02/22,0.00,0.00,2.00,0.00,0.00,0.00
King County WA,53033,02/23,0.00,0.00,4.00,0.00,0.00,0.00
King County WA,53033,02/24,0.00,2.00,5.00,0.00,0.00,0.00
King County WA,53033,02/25,0.00,3.00,9.00,0.00,0.00,1.00
King County WA,53033,02/26,1.00,5.00,15.00,0.00,0.00,1.00
King County WA,53033,02/27,2.00,8.00,20.00,0.00,0.00,1.00
King County WA,53033,02/28,3.00,13.00,27.00,0.00,0.00,2.00
King County WA,53033,02/29,5.00,18.00,38.00,0.00,0.00,3.00
King County WA,53033,03/01,9.00,23.00,46.00,0.00,1.00,3.00
King County WA,53033,03/02,12.00,30.00,57.00,0.00,1.00,4.00
King County WA,53033,03/03,25.00,41.00,72.00,0.00,2.00,5.00
King County WA,53033,03/04,35.00,55.00,92.00,0.00,2.00,6.00
King County WA,53033,03/05,47.00,74.00,119.00,0.00,3.00,7.00
King County WA,53033,03/06,65.00,99.00,150.00,1.00,4.00,9.00
King County WA,53033,03/07,80.00,124.00,190.00,1.00,5.00,10.00
King County WA,53033,03/08,106.00,157.00,243.00,2.00,5.00,12.00
King County WA,53033,03/09,129.00,190.00,284.00,3.00,6.00,13.00
King County WA,53033,03/10,165.00,227.00,345.00,4.00,8.00,14.00
King County WA,53033,03/11,192.00,270.00,395.00,5.00,10.00,16.00
King County WA,53033,03/12,221.00,309.00,452.00,6.00,11.00,19.00
King County WA,53033,03/13,249.00,348.00,529.00,7.00,12.00,21.00
King County WA,53033,03/14,288.00,389.00,593.00,8.00,14.00,23.00
King County WA,53033,03/15,324.00,429.00,654.00,8.00,15.00,25.00
King County WA,53033,03/16,346.00,465.00,719.00,9.00,17.00,27.00
King County WA,53033,03/17,383.00,503.00,786.00,10.00,19.00,29.00
King County WA,53033,03/18,409.00,543.00,855.00,11.00,21.00,31.00
King County WA,53033,03/19,442.00,582.00,917.00,11.00,23.00,34.00
King County WA,53033,03/20,471.00,627.00,997.00,12.00,25.00,39.00
King County WA,53033,03/21,500.00,667.00,1062.00,14.00,27.00,40.00
King County WA,53033,03/22,523.00,713.00,1127.00,16.00,30.00,44.00
King County WA,53033,03/23,550.00,756.00,1186.00,17.00,31.00,46.00
King County WA,53033,03/24,569.00,795.00,1251.00,19.00,34.00,51.00
King County WA,53033,03/25,590.00,834.00,1320.00,19.00,37.00,53.00
King County WA,53033,03/26,607.00,869.00,1386.00,21.00,40.00,55.00
King County WA,53033,03/27,626.00,904.00,1452.00,23.00,42.00,62.00
King County WA,53033,03/28,647.00,942.00,1521.00,25.00,45.00,70.00
King County WA,53033,03/29,666.00,989.00,1601.00,26.00,47.00,73.00
King County WA,53033,03/30,681.00,1020.00,1683.00,28.00,50.00,79.00
King County WA,53033,03/31,708.00,1059.00,1760.00,30.00,53.00,83.00
King County WA,53033,04/01,731.00,1102.00,1843.00,32.00,55.00,89.00
King County WA,53033,04/02,748.00,1144.00,1927.00,37.00,58.00,93.00
King County WA,53033,04/03,773.00,1184.00,2027.00,37.00,62.00,96.00
King County WA,53033,04/04,787.00,1220.00,2121.00,40.00,65.00,103.00
King County WA,53033,04/05,811.00,1258.00,2197.00,43.00,66.00,107.00
King County WA,53033,04/06,832.00,1292.00,2305.00,45.00,69.00,114.00
King County WA,53033,04/07,862.00,1336.00,2423.00,45.00,72.00,117.00
King County WA,53033,04/08,886.00,1379.00,2525.00,46.00,74.00,124.00
King County WA,53033,04/09,911.00,1418.00,2598.00,49.00,77.00,129.00
King County WA,53033,04/10,925.00,1460.00,2694.00,50.00,79.00,131.00
King County WA,53033,04/11,941.00,1503.00,2783.00,51.00,82.00,138.00
King County WA,53033,04/12,955.00,1535.00,2881.00,52.00,83.00,141.00
King County WA,53033,04/13,971.00,1561.00,2979.00,53.00,85.00,144.00
King County WA,53033,04/14,993.00,1591.00,3074.00,56.00,89.00,149.00
King County WA,53033,04/15,1004.00,1621.00,3151.00,57.00,92.00,154.00
King County WA,53033,04/16,1017.00,1663.00,3256.00,59.00,93.00,159.00
King County WA,53033,04/17,1033.00,1703.00,3358.00,60.00,96.00,165.00
King County WA,53033,04/18,1050.00,1739.00,3441.00,61.00,97.00,169.00
King County WA,53033,04/19,1063.00,1766.00,3527.00,61.00,99.00,171.00
King County WA,53033,04/20,1073.00,1797.00,3598.00,63.00,100.00,179.00
King County WA,53033,04/21,1079.00,1833.00,3691.00,63.00,102.00,184.00
King County WA,53033,04/22,1093.00,1869.00,3768.00,64.00,104.00,190.00
King County WA,53033,04/23,1111.00,1899.00,3831.00,64.00,105.00,194.00
King County WA,53033,04/24,1123.00,1924.00,3902.00,64.00,106.00,196.00
King County WA,53033,04/25,1140.00,1949.00,3975.00,64.00,107.00,197.00
King County WA,53033,04/26,1152.00,1971.00,4044.00,64.00,109.00,201.00
King County WA,53033,04/27,1164.00,1994.00,4123.00,65.00,110.00,202.00
King County WA,53033,04/28,1183.00,2022.00,4199.00,66.00,111.00,207.00
King County WA,53033,04/29,1193.00,2053.00,4277.00,66.00,112.00,214.00
King County WA,53033,04/30,1208.00,2081.00,4348.00,67.00,114.00,219.00
King County WA,53033,05/01,1220.00,2105.00,4408.00,67.00,115.00,222.00
King County WA,53033,05/02,1231.00,2141.00,4479.00,68.00,116.00,224.00
King County WA,53033,05/03,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/04,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/05,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/06,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/07,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/08,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/09,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/10,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/11,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/12,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/13,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/14,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/15,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/16,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/17,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/18,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/19,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/20,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/21,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/22,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/23,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/24,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/25,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/26,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/27,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/28,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/29,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/30,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,05/31,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,06/01,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,06/02,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,06/03,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,06/04,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,06/05,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,06/06,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,06/07,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,06/08,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,06/09,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,06/10,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,06/11,1242.00,2165.00,4536.00,69.00,116.00,226.00
King County WA,53033,06/12,1242.00,2165.00,4536.00,69.00,116.00,226.00
Jefferson Parish LA,22051,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,02/25,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,02/26,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,02/27,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,02/28,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,02/29,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/01,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/02,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/03,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/04,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/05,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/06,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/07,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/08,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/09,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/10,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/11,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/12,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/13,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/14,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/15,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/16,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/17,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/18,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/19,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/20,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/21,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/22,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/23,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/24,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/25,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/26,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/27,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/28,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/29,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/30,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,03/31,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,04/01,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,04/02,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,04/03,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,04/04,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,04/05,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,04/06,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,04/07,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,04/08,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,04/09,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,04/10,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,04/11,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,04/12,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,04/13,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,04/14,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Parish LA,22051,04/15,0.00,0.00,0.00,0.00,0.00,0.00
